DATE,TIME PERIOD,NEW CISS - Composite Indicator of Systemic Stress. (CISS.D.NL.Z0Z.4F.EC.SS_CIN.IDX)
02.12.14,02. Dec 14,0.0038
03.12.14,03. Dec 14,0.0053
04.12.14,04. Dec 14,0.0042
05.12.14,05. Dec 14,0.0046
08.12.14,08. Dec 14,0.0057
09.12.14,09. Dec 14,0.0145
10.12.14,10. Dec 14,0.0118
11.12.14,11. Dec 14,0.0106
12.12.14,12. Dec 14,0.0144
15.12.14,15. Dec 14,0.0171
16.12.14,16. Dec 14,0.0173
17.12.14,17. Dec 14,0.0189
18.12.14,18. Dec 14,0.0284
19.12.14,19. Dec 14,0.0279
22.12.14,22. Dec 14,0.0249
23.12.14,23. Dec 14,0.0226
24.12.14,24. Dec 14,0.0183
25.12.14,25. Dec 14,0.0147
26.12.14,26. Dec 14,0.012
29.12.14,29. Dec 14,0.009
30.12.14,30. Dec 14,0.0067
31.12.14,31. Dec 14,0.0062
01.01.15,01. Jan 15,0.0061
02.01.15,02. Jan 15,0.0041
05.01.15,05. Jan 15,0.0112
06.01.15,06. Jan 15,0.0146
07.01.15,07. Jan 15,0.0171
08.01.15,08. Jan 15,0.0204
09.01.15,09. Jan 15,0.022
12.01.15,12. Jan 15,0.0212
13.01.15,13. Jan 15,0.0228
14.01.15,14. Jan 15,0.0318
15.01.15,15. Jan 15,0.0311
16.01.15,16. Jan 15,0.0454
19.01.15,19. Jan 15,0.0518
20.01.15,20. Jan 15,0.0534
21.01.15,21. Jan 15,0.0548
22.01.15,22. Jan 15,0.0627
23.01.15,23. Jan 15,0.1136
26.01.15,26. Jan 15,0.1349
27.01.15,27. Jan 15,0.1291
28.01.15,28. Jan 15,0.1266
29.01.15,29. Jan 15,0.1385
30.01.15,30. Jan 15,0.1349
02.02.15,02. Feb 15,0.1274
03.02.15,03. Feb 15,0.1309
04.02.15,04. Feb 15,0.1177
05.02.15,05. Feb 15,0.1077
06.02.15,06. Feb 15,0.0922
09.02.15,09. Feb 15,0.0895
10.02.15,10. Feb 15,0.0868
11.02.15,11. Feb 15,0.0938
12.02.15,12. Feb 15,0.0878
13.02.15,13. Feb 15,0.0831
16.02.15,16. Feb 15,0.0688
17.02.15,17. Feb 15,0.0622
18.02.15,18. Feb 15,0.0658
19.02.15,19. Feb 15,0.056
20.02.15,20. Feb 15,0.0589
23.02.15,23. Feb 15,0.0519
24.02.15,24. Feb 15,0.0452
25.02.15,25. Feb 15,0.0353
26.02.15,26. Feb 15,0.0339
27.02.15,27. Feb 15,0.0307
02.03.15,02. Mar 15,0.0259
03.03.15,03. Mar 15,0.0207
04.03.15,04. Mar 15,0.0212
05.03.15,05. Mar 15,0.023
06.03.15,06. Mar 15,0.0209
09.03.15,09. Mar 15,0.0186
10.03.15,10. Mar 15,0.0263
11.03.15,11. Mar 15,0.0758
12.03.15,12. Mar 15,0.0909
13.03.15,13. Mar 15,0.0968
16.03.15,16. Mar 15,0.0983
17.03.15,17. Mar 15,0.096
18.03.15,18. Mar 15,0.0908
19.03.15,19. Mar 15,0.0875
20.03.15,20. Mar 15,0.0901
23.03.15,23. Mar 15,0.082
24.03.15,24. Mar 15,0.0763
25.03.15,25. Mar 15,0.0633
26.03.15,26. Mar 15,0.0607
27.03.15,27. Mar 15,0.0649
30.03.15,30. Mar 15,0.0764
31.03.15,31. Mar 15,0.0802
01.04.15,01. Apr 15,0.079
02.04.15,02. Apr 15,0.0803
03.04.15,03. Apr 15,0.0761
06.04.15,06. Apr 15,0.065
07.04.15,07. Apr 15,0.0747
08.04.15,08. Apr 15,0.0645
09.04.15,09. Apr 15,0.0674
10.04.15,10. Apr 15,0.0779
13.04.15,13. Apr 15,0.0765
14.04.15,14. Apr 15,0.0576
15.04.15,15. Apr 15,0.0537
16.04.15,16. Apr 15,0.0515
17.04.15,17. Apr 15,0.0561
20.04.15,20. Apr 15,0.0569
21.04.15,21. Apr 15,0.058
22.04.15,22. Apr 15,0.054
23.04.15,23. Apr 15,0.0507
24.04.15,24. Apr 15,0.0487
27.04.15,27. Apr 15,0.0535
28.04.15,28. Apr 15,0.0526
29.04.15,29. Apr 15,0.0364
30.04.15,30. Apr 15,0.0713
01.05.15,01. May 15,0.0807
04.05.15,04. May 15,0.0952
05.05.15,05. May 15,0.1029
06.05.15,06. May 15,0.1062
07.05.15,07. May 15,0.1048
08.05.15,08. May 15,0.1084
11.05.15,11. May 15,0.1033
12.05.15,12. May 15,0.1043
13.05.15,13. May 15,0.0936
14.05.15,14. May 15,0.1147
15.05.15,15. May 15,0.1115
18.05.15,18. May 15,0.1019
19.05.15,19. May 15,0.131
20.05.15,20. May 15,0.1293
21.05.15,21. May 15,0.1214
22.05.15,22. May 15,0.1119
25.05.15,25. May 15,0.1075
26.05.15,26. May 15,0.1015
27.05.15,27. May 15,0.1022
28.05.15,28. May 15,0.092
29.05.15,29. May 15,0.091
01.06.15,01. Jun 15,0.0737
02.06.15,02. Jun 15,0.0919
03.06.15,03. Jun 15,0.0977
04.06.15,04. Jun 15,0.0988
05.06.15,05. Jun 15,0.0951
08.06.15,08. Jun 15,0.0879
09.06.15,09. Jun 15,0.0802
10.06.15,10. Jun 15,0.0827
11.06.15,11. Jun 15,0.0759
12.06.15,12. Jun 15,0.0628
15.06.15,15. Jun 15,0.0497
16.06.15,16. Jun 15,0.0451
17.06.15,17. Jun 15,0.0409
18.06.15,18. Jun 15,0.0352
19.06.15,19. Jun 15,0.0343
22.06.15,22. Jun 15,0.0585
23.06.15,23. Jun 15,0.0713
24.06.15,24. Jun 15,0.0735
25.06.15,25. Jun 15,0.0695
26.06.15,26. Jun 15,0.0651
29.06.15,29. Jun 15,0.0688
30.06.15,30. Jun 15,0.0637
01.07.15,01. Jul 15,0.071
02.07.15,02. Jul 15,0.0673
03.07.15,03. Jul 15,0.0623
06.07.15,06. Jul 15,0.0628
07.07.15,07. Jul 15,0.0657
08.07.15,08. Jul 15,0.0963
09.07.15,09. Jul 15,0.0935
10.07.15,10. Jul 15,0.1163
13.07.15,13. Jul 15,0.1394
14.07.15,14. Jul 15,0.1343
15.07.15,15. Jul 15,0.1351
16.07.15,16. Jul 15,0.1354
17.07.15,17. Jul 15,0.1247
20.07.15,20. Jul 15,0.1165
21.07.15,21. Jul 15,0.1006
22.07.15,22. Jul 15,0.0862
23.07.15,23. Jul 15,0.0891
24.07.15,24. Jul 15,0.0803
27.07.15,27. Jul 15,0.0811
28.07.15,28. Jul 15,0.0768
29.07.15,29. Jul 15,0.0732
30.07.15,30. Jul 15,0.0739
31.07.15,31. Jul 15,0.067
03.08.15,03. Aug 15,0.0677
04.08.15,04. Aug 15,0.0541
05.08.15,05. Aug 15,0.0736
06.08.15,06. Aug 15,0.0637
07.08.15,07. Aug 15,0.0606
10.08.15,10. Aug 15,0.0572
11.08.15,11. Aug 15,0.0551
12.08.15,12. Aug 15,0.0766
13.08.15,13. Aug 15,0.0759
14.08.15,14. Aug 15,0.0715
17.08.15,17. Aug 15,0.0685
18.08.15,18. Aug 15,0.0649
19.08.15,19. Aug 15,0.0599
20.08.15,20. Aug 15,0.0731
21.08.15,21. Aug 15,0.0899
24.08.15,24. Aug 15,0.1149
25.08.15,25. Aug 15,0.1415
26.08.15,26. Aug 15,0.1508
27.08.15,27. Aug 15,0.1629
28.08.15,28. Aug 15,0.1666
31.08.15,31. Aug 15,0.1708
01.09.15,01. Sep 15,0.1808
02.09.15,02. Sep 15,0.1784
03.09.15,03. Sep 15,0.1772
04.09.15,04. Sep 15,0.1813
07.09.15,07. Sep 15,0.1682
08.09.15,08. Sep 15,0.162
09.09.15,09. Sep 15,0.1507
10.09.15,10. Sep 15,0.14
11.09.15,11. Sep 15,0.1422
14.09.15,14. Sep 15,0.1267
15.09.15,15. Sep 15,0.122
16.09.15,16. Sep 15,0.1286
17.09.15,17. Sep 15,0.1271
18.09.15,18. Sep 15,0.1422
21.09.15,21. Sep 15,0.1445
22.09.15,22. Sep 15,0.166
23.09.15,23. Sep 15,0.1743
24.09.15,24. Sep 15,0.1922
25.09.15,25. Sep 15,0.2025
28.09.15,28. Sep 15,0.2145
29.09.15,29. Sep 15,0.2092
30.09.15,30. Sep 15,0.1993
01.10.15,01. Oct 15,0.1914
02.10.15,02. Oct 15,0.1865
05.10.15,05. Oct 15,0.1931
06.10.15,06. Oct 15,0.1778
07.10.15,07. Oct 15,0.1701
08.10.15,08. Oct 15,0.1605
09.10.15,09. Oct 15,0.1501
12.10.15,12. Oct 15,0.1423
13.10.15,13. Oct 15,0.1375
14.10.15,14. Oct 15,0.1401
15.10.15,15. Oct 15,0.1247
16.10.15,16. Oct 15,0.1136
19.10.15,19. Oct 15,0.106
20.10.15,20. Oct 15,0.1008
21.10.15,21. Oct 15,0.0993
22.10.15,22. Oct 15,0.1087
23.10.15,23. Oct 15,0.1054
26.10.15,26. Oct 15,0.108
27.10.15,27. Oct 15,0.118
28.10.15,28. Oct 15,0.1157
29.10.15,29. Oct 15,0.1251
30.10.15,30. Oct 15,0.1161
02.11.15,02. Nov 15,0.1124
03.11.15,03. Nov 15,0.106
04.11.15,04. Nov 15,0.1046
05.11.15,05. Nov 15,0.0978
06.11.15,06. Nov 15,0.0982
09.11.15,09. Nov 15,0.097
10.11.15,10. Nov 15,0.0931
11.11.15,11. Nov 15,0.0878
12.11.15,12. Nov 15,0.0905
13.11.15,13. Nov 15,0.1001
16.11.15,16. Nov 15,0.0966
17.11.15,17. Nov 15,0.0902
18.11.15,18. Nov 15,0.0843
19.11.15,19. Nov 15,0.0783
20.11.15,20. Nov 15,0.0712
23.11.15,23. Nov 15,0.0603
24.11.15,24. Nov 15,0.0688
25.11.15,25. Nov 15,0.0722
26.11.15,26. Nov 15,0.0653
27.11.15,27. Nov 15,0.0591
30.11.15,30. Nov 15,0.0561
01.12.15,01. Dec 15,0.0526
02.12.15,02. Dec 15,0.0512
03.12.15,03. Dec 15,0.0987
04.12.15,04. Dec 15,0.109
07.12.15,07. Dec 15,0.1354
08.12.15,08. Dec 15,0.1666
09.12.15,09. Dec 15,0.1733
10.12.15,10. Dec 15,0.1807
11.12.15,11. Dec 15,0.1872
14.12.15,14. Dec 15,0.1895
15.12.15,15. Dec 15,0.1872
16.12.15,16. Dec 15,0.1787
17.12.15,17. Dec 15,0.1781
18.12.15,18. Dec 15,0.1733
21.12.15,21. Dec 15,0.1701
22.12.15,22. Dec 15,0.1787
23.12.15,23. Dec 15,0.1764
24.12.15,24. Dec 15,0.1694
25.12.15,25. Dec 15,0.1575
28.12.15,28. Dec 15,0.1563
29.12.15,29. Dec 15,0.1623
30.12.15,30. Dec 15,0.1587
31.12.15,31. Dec 15,0.1557
01.01.16,01. Jan 16,0.1509
04.01.16,04. Jan 16,0.1623
05.01.16,05. Jan 16,0.1371
06.01.16,06. Jan 16,0.144
07.01.16,07. Jan 16,0.1623
08.01.16,08. Jan 16,0.1717
11.01.16,11. Jan 16,0.1676
12.01.16,12. Jan 16,0.1558
13.01.16,13. Jan 16,0.1413
14.01.16,14. Jan 16,0.1433
15.01.16,15. Jan 16,0.1489
18.01.16,18. Jan 16,0.1386
19.01.16,19. Jan 16,0.1327
20.01.16,20. Jan 16,0.1349
21.01.16,21. Jan 16,0.1353
22.01.16,22. Jan 16,0.1344
25.01.16,25. Jan 16,0.1377
26.01.16,26. Jan 16,0.1383
27.01.16,27. Jan 16,0.1396
28.01.16,28. Jan 16,0.1429
29.01.16,29. Jan 16,0.1354
01.02.16,01. Feb 16,0.1379
02.02.16,02. Feb 16,0.1501
03.02.16,03. Feb 16,0.1594
04.02.16,04. Feb 16,0.1474
05.02.16,05. Feb 16,0.1651
08.02.16,08. Feb 16,0.1897
09.02.16,09. Feb 16,0.2089
10.02.16,10. Feb 16,0.2196
11.02.16,11. Feb 16,0.2361
12.02.16,12. Feb 16,0.2373
15.02.16,15. Feb 16,0.2428
16.02.16,16. Feb 16,0.2371
17.02.16,17. Feb 16,0.2301
18.02.16,18. Feb 16,0.2342
19.02.16,19. Feb 16,0.2374
22.02.16,22. Feb 16,0.2322
23.02.16,23. Feb 16,0.2385
24.02.16,24. Feb 16,0.2304
25.02.16,25. Feb 16,0.2311
26.02.16,26. Feb 16,0.2253
29.02.16,29. Feb 16,0.2298
01.03.16,01. Mar 16,0.2217
02.03.16,02. Mar 16,0.2141
03.03.16,03. Mar 16,0.1954
04.03.16,04. Mar 16,0.1834
07.03.16,07. Mar 16,0.1786
08.03.16,08. Mar 16,0.1601
09.03.16,09. Mar 16,0.1549
10.03.16,10. Mar 16,0.154
11.03.16,11. Mar 16,0.2178
14.03.16,14. Mar 16,0.2236
15.03.16,15. Mar 16,0.2323
16.03.16,16. Mar 16,0.2292
17.03.16,17. Mar 16,0.2358
18.03.16,18. Mar 16,0.2281
21.03.16,21. Mar 16,0.2147
22.03.16,22. Mar 16,0.2018
23.03.16,23. Mar 16,0.1881
24.03.16,24. Mar 16,0.1879
25.03.16,25. Mar 16,0.1686
28.03.16,28. Mar 16,0.1497
29.03.16,29. Mar 16,0.1494
30.03.16,30. Mar 16,0.157
31.03.16,31. Mar 16,0.1635
01.04.16,01. Apr 16,0.169
04.04.16,04. Apr 16,0.1584
05.04.16,05. Apr 16,0.1609
06.04.16,06. Apr 16,0.1576
07.04.16,07. Apr 16,0.1203
08.04.16,08. Apr 16,0.1155
11.04.16,11. Apr 16,0.1085
12.04.16,12. Apr 16,0.1012
13.04.16,13. Apr 16,0.0989
14.04.16,14. Apr 16,0.0903
15.04.16,15. Apr 16,0.0806
18.04.16,18. Apr 16,0.0727
19.04.16,19. Apr 16,0.077
20.04.16,20. Apr 16,0.0745
21.04.16,21. Apr 16,0.0756
22.04.16,22. Apr 16,0.0709
25.04.16,25. Apr 16,0.0736
26.04.16,26. Apr 16,0.0684
27.04.16,27. Apr 16,0.0643
28.04.16,28. Apr 16,0.0659
29.04.16,29. Apr 16,0.0739
02.05.16,02. May 16,0.0701
03.05.16,03. May 16,0.0857
04.05.16,04. May 16,0.0839
05.05.16,05. May 16,0.0805
06.05.16,06. May 16,0.0715
09.05.16,09. May 16,0.067
10.05.16,10. May 16,0.0639
11.05.16,11. May 16,0.0621
12.05.16,12. May 16,0.0575
13.05.16,13. May 16,0.0539
16.05.16,16. May 16,0.0506
17.05.16,17. May 16,0.0543
18.05.16,18. May 16,0.0577
19.05.16,19. May 16,0.0566
20.05.16,20. May 16,0.0535
23.05.16,23. May 16,0.0529
24.05.16,24. May 16,0.062
25.05.16,25. May 16,0.0706
26.05.16,26. May 16,0.0724
27.05.16,27. May 16,0.07
30.05.16,30. May 16,0.0604
31.05.16,31. May 16,0.0596
01.06.16,01. Jun 16,0.0647
02.06.16,02. Jun 16,0.0657
03.06.16,03. Jun 16,0.0642
06.06.16,06. Jun 16,0.0516
07.06.16,07. Jun 16,0.0552
08.06.16,08. Jun 16,0.0586
09.06.16,09. Jun 16,0.0614
10.06.16,10. Jun 16,0.0729
13.06.16,13. Jun 16,0.0832
14.06.16,14. Jun 16,0.0965
15.06.16,15. Jun 16,0.1045
16.06.16,16. Jun 16,0.1218
17.06.16,17. Jun 16,0.1177
20.06.16,20. Jun 16,0.139
21.06.16,21. Jun 16,0.1519
22.06.16,22. Jun 16,0.154
23.06.16,23. Jun 16,0.1631
24.06.16,24. Jun 16,0.216
27.06.16,27. Jun 16,0.2654
28.06.16,28. Jun 16,0.2999
29.06.16,29. Jun 16,0.3112
30.06.16,30. Jun 16,0.3271
01.07.16,01. Jul 16,0.3138
04.07.16,04. Jul 16,0.3006
05.07.16,05. Jul 16,0.2969
06.07.16,06. Jul 16,0.3024
07.07.16,07. Jul 16,0.2909
08.07.16,08. Jul 16,0.2803
11.07.16,11. Jul 16,0.2663
12.07.16,12. Jul 16,0.2496
13.07.16,13. Jul 16,0.2289
14.07.16,14. Jul 16,0.2249
15.07.16,15. Jul 16,0.2098
18.07.16,18. Jul 16,0.1993
19.07.16,19. Jul 16,0.1888
20.07.16,20. Jul 16,0.1775
21.07.16,21. Jul 16,0.1652
22.07.16,22. Jul 16,0.1577
25.07.16,25. Jul 16,0.1454
26.07.16,26. Jul 16,0.1361
27.07.16,27. Jul 16,0.1211
28.07.16,28. Jul 16,0.1097
29.07.16,29. Jul 16,0.1042
01.08.16,01. Aug 16,0.1002
02.08.16,02. Aug 16,0.0977
03.08.16,03. Aug 16,0.0972
04.08.16,04. Aug 16,0.0957
05.08.16,05. Aug 16,0.0916
08.08.16,08. Aug 16,0.0889
09.08.16,09. Aug 16,0.0825
10.08.16,10. Aug 16,0.0694
11.08.16,11. Aug 16,0.0672
12.08.16,12. Aug 16,0.066
15.08.16,15. Aug 16,0.0675
16.08.16,16. Aug 16,0.0542
17.08.16,17. Aug 16,0.0535
18.08.16,18. Aug 16,0.054
19.08.16,19. Aug 16,0.0531
22.08.16,22. Aug 16,0.0519
23.08.16,23. Aug 16,0.0523
24.08.16,24. Aug 16,0.0555
25.08.16,25. Aug 16,0.0576
26.08.16,26. Aug 16,0.0588
29.08.16,29. Aug 16,0.0427
30.08.16,30. Aug 16,0.0469
31.08.16,31. Aug 16,0.0462
01.09.16,01. Sep 16,0.045
02.09.16,02. Sep 16,0.0358
05.09.16,05. Sep 16,0.0372
06.09.16,06. Sep 16,0.0306
07.09.16,07. Sep 16,0.0256
08.09.16,08. Sep 16,0.0168
09.09.16,09. Sep 16,0.0122
12.09.16,12. Sep 16,0.0178
13.09.16,13. Sep 16,0.0257
14.09.16,14. Sep 16,0.0289
15.09.16,15. Sep 16,0.0272
16.09.16,16. Sep 16,0.0275
19.09.16,19. Sep 16,0.0264
20.09.16,20. Sep 16,0.0282
21.09.16,21. Sep 16,0.0317
22.09.16,22. Sep 16,0.0367
23.09.16,23. Sep 16,0.0406
26.09.16,26. Sep 16,0.0498
27.09.16,27. Sep 16,0.0517
28.09.16,28. Sep 16,0.0477
29.09.16,29. Sep 16,0.0406
30.09.16,30. Sep 16,0.0339
03.10.16,03. Oct 16,0.0309
04.10.16,04. Oct 16,0.0268
05.10.16,05. Oct 16,0.0239
06.10.16,06. Oct 16,0.0237
07.10.16,07. Oct 16,0.022
10.10.16,10. Oct 16,0.0236
11.10.16,11. Oct 16,0.0204
12.10.16,12. Oct 16,0.0176
13.10.16,13. Oct 16,0.0183
14.10.16,14. Oct 16,0.0211
17.10.16,17. Oct 16,0.0226
18.10.16,18. Oct 16,0.0262
19.10.16,19. Oct 16,0.0239
20.10.16,20. Oct 16,0.0235
21.10.16,21. Oct 16,0.019
24.10.16,24. Oct 16,0.0208
25.10.16,25. Oct 16,0.0225
26.10.16,26. Oct 16,0.0171
27.10.16,27. Oct 16,0.0135
28.10.16,28. Oct 16,0.0158
31.10.16,31. Oct 16,0.0154
01.11.16,01. Nov 16,0.0129
02.11.16,02. Nov 16,0.0139
03.11.16,03. Nov 16,0.0247
04.11.16,04. Nov 16,0.0287
07.11.16,07. Nov 16,0.0309
08.11.16,08. Nov 16,0.0334
09.11.16,09. Nov 16,0.0386
10.11.16,10. Nov 16,0.0439
11.11.16,11. Nov 16,0.0586
14.11.16,14. Nov 16,0.0582
15.11.16,15. Nov 16,0.0654
16.11.16,16. Nov 16,0.0707
17.11.16,17. Nov 16,0.0701
18.11.16,18. Nov 16,0.067
21.11.16,21. Nov 16,0.0636
22.11.16,22. Nov 16,0.0638
23.11.16,23. Nov 16,0.0596
24.11.16,24. Nov 16,0.0571
25.11.16,25. Nov 16,0.0525
28.11.16,28. Nov 16,0.0496
29.11.16,29. Nov 16,0.0491
30.11.16,30. Nov 16,0.0472
01.12.16,01. Dec 16,0.0456
02.12.16,02. Dec 16,0.059
05.12.16,05. Dec 16,0.059
06.12.16,06. Dec 16,0.066
07.12.16,07. Dec 16,0.0687
08.12.16,08. Dec 16,0.062
09.12.16,09. Dec 16,0.0498
12.12.16,12. Dec 16,0.053
13.12.16,13. Dec 16,0.0582
14.12.16,14. Dec 16,0.0684
15.12.16,15. Dec 16,0.07
16.12.16,16. Dec 16,0.0698
19.12.16,19. Dec 16,0.0661
20.12.16,20. Dec 16,0.0651
21.12.16,21. Dec 16,0.0632
22.12.16,22. Dec 16,0.0596
23.12.16,23. Dec 16,0.0589
26.12.16,26. Dec 16,0.0509
27.12.16,27. Dec 16,0.0444
28.12.16,28. Dec 16,0.0375
29.12.16,29. Dec 16,0.0318
30.12.16,30. Dec 16,0.0283
02.01.17,02. Jan 17,0.0274
03.01.17,03. Jan 17,0.0308
04.01.17,04. Jan 17,0.0295
05.01.17,05. Jan 17,0.0294
06.01.17,06. Jan 17,0.03
09.01.17,09. Jan 17,0.0359
10.01.17,10. Jan 17,0.0325
11.01.17,11. Jan 17,0.0303
12.01.17,12. Jan 17,0.0293
13.01.17,13. Jan 17,0.0248
16.01.17,16. Jan 17,0.0214
17.01.17,17. Jan 17,0.0249
18.01.17,18. Jan 17,0.023
19.01.17,19. Jan 17,0.0212
20.01.17,20. Jan 17,0.0193
23.01.17,23. Jan 17,0.0188
24.01.17,24. Jan 17,0.0192
25.01.17,25. Jan 17,0.0239
26.01.17,26. Jan 17,0.0192
27.01.17,27. Jan 17,0.0171
30.01.17,30. Jan 17,0.0114
31.01.17,31. Jan 17,0.0177
01.02.17,01. Feb 17,0.0157
02.02.17,02. Feb 17,0.0164
03.02.17,03. Feb 17,0.0169
06.02.17,06. Feb 17,0.0112
07.02.17,07. Feb 17,0.012
08.02.17,08. Feb 17,0.0126
09.02.17,09. Feb 17,0.0117
10.02.17,10. Feb 17,0.0125
13.02.17,13. Feb 17,0.0117
14.02.17,14. Feb 17,0.0123
15.02.17,15. Feb 17,0.0114
16.02.17,16. Feb 17,0.0106
17.02.17,17. Feb 17,0.0132
20.02.17,20. Feb 17,0.017
21.02.17,21. Feb 17,0.0204
22.02.17,22. Feb 17,0.0183
23.02.17,23. Feb 17,0.0164
24.02.17,24. Feb 17,0.0145
27.02.17,27. Feb 17,0.0194
28.02.17,28. Feb 17,0.0189
01.03.17,01. Mar 17,0.0143
02.03.17,02. Mar 17,0.0155
03.03.17,03. Mar 17,0.019
06.03.17,06. Mar 17,0.0198
07.03.17,07. Mar 17,0.0217
08.03.17,08. Mar 17,0.0196
09.03.17,09. Mar 17,0.0194
10.03.17,10. Mar 17,0.0151
13.03.17,13. Mar 17,0.0144
14.03.17,14. Mar 17,0.0156
15.03.17,15. Mar 17,0.0167
16.03.17,16. Mar 17,0.0149
17.03.17,17. Mar 17,0.0143
20.03.17,20. Mar 17,0.0143
21.03.17,21. Mar 17,0.0101
22.03.17,22. Mar 17,0.0095
23.03.17,23. Mar 17,0.0094
24.03.17,24. Mar 17,0.0099
27.03.17,27. Mar 17,0.0082
28.03.17,28. Mar 17,0.0094
29.03.17,29. Mar 17,0.0059
30.03.17,30. Mar 17,0.0065
31.03.17,31. Mar 17,0.0056
03.04.17,03. Apr 17,0.0046
04.04.17,04. Apr 17,0.0034
05.04.17,05. Apr 17,0.0028
06.04.17,06. Apr 17,0.0031
07.04.17,07. Apr 17,0.0034
10.04.17,10. Apr 17,0.0036
11.04.17,11. Apr 17,0.0043
12.04.17,12. Apr 17,0.0027
13.04.17,13. Apr 17,0.0034
14.04.17,14. Apr 17,0.0046
17.04.17,17. Apr 17,0.0061
18.04.17,18. Apr 17,0.0031
19.04.17,19. Apr 17,0.0019
20.04.17,20. Apr 17,0.003
21.04.17,21. Apr 17,0.0036
24.04.17,24. Apr 17,0.023
25.04.17,25. Apr 17,0.0242
26.04.17,26. Apr 17,0.023
27.04.17,27. Apr 17,0.0215
28.04.17,28. Apr 17,0.0201
01.05.17,01. May 17,0.0184
02.05.17,02. May 17,0.0181
03.05.17,03. May 17,0.0104
04.05.17,04. May 17,0.0109
05.05.17,05. May 17,0.0096
08.05.17,08. May 17,0.0083
09.05.17,09. May 17,0.0078
10.05.17,10. May 17,0.0072
11.05.17,11. May 17,0.0073
12.05.17,12. May 17,0.0063
15.05.17,15. May 17,0.0066
16.05.17,16. May 17,0.0111
17.05.17,17. May 17,0.0149
18.05.17,18. May 17,0.0197
19.05.17,19. May 17,0.0212
22.05.17,22. May 17,0.0191
23.05.17,23. May 17,0.0169
24.05.17,24. May 17,0.0145
25.05.17,25. May 17,0.0122
26.05.17,26. May 17,0.0133
29.05.17,29. May 17,0.0108
30.05.17,30. May 17,0.0099
31.05.17,31. May 17,0.0095
01.06.17,01. Jun 17,0.0079
02.06.17,02. Jun 17,0.0065
05.06.17,05. Jun 17,0.0051
06.06.17,06. Jun 17,0.0042
07.06.17,07. Jun 17,0.0033
08.06.17,08. Jun 17,0.0029
09.06.17,09. Jun 17,0.004
12.06.17,12. Jun 17,0.0057
13.06.17,13. Jun 17,0.0053
14.06.17,14. Jun 17,0.0055
15.06.17,15. Jun 17,0.0042
16.06.17,16. Jun 17,0.0031
19.06.17,19. Jun 17,0.003
20.06.17,20. Jun 17,0.0036
21.06.17,21. Jun 17,0.004
22.06.17,22. Jun 17,0.0046
23.06.17,23. Jun 17,0.0058
26.06.17,26. Jun 17,0.0055
27.06.17,27. Jun 17,0.0022
28.06.17,28. Jun 17,0.003
29.06.17,29. Jun 17,0.0084
30.06.17,30. Jun 17,0.0077
03.07.17,03. Jul 17,0.0068
04.07.17,04. Jul 17,0.0053
05.07.17,05. Jul 17,0.0042
06.07.17,06. Jul 17,0.0058
07.07.17,07. Jul 17,0.0061
10.07.17,10. Jul 17,0.006
11.07.17,11. Jul 17,0.0062
12.07.17,12. Jul 17,0.0072
13.07.17,13. Jul 17,0.0081
14.07.17,14. Jul 17,0.0071
17.07.17,17. Jul 17,0.0066
18.07.17,18. Jul 17,0.0072
19.07.17,19. Jul 17,0.0063
20.07.17,20. Jul 17,0.005
21.07.17,21. Jul 17,0.0087
24.07.17,24. Jul 17,0.0071
25.07.17,25. Jul 17,0.0062
26.07.17,26. Jul 17,0.0046
27.07.17,27. Jul 17,0.0035
28.07.17,28. Jul 17,0.0039
31.07.17,31. Jul 17,0.0033
01.08.17,01. Aug 17,0.0037
02.08.17,02. Aug 17,0.0037
03.08.17,03. Aug 17,0.0024
04.08.17,04. Aug 17,0.0019
07.08.17,07. Aug 17,0.0018
08.08.17,08. Aug 17,0.0016
09.08.17,09. Aug 17,0.0044
10.08.17,10. Aug 17,0.0042
11.08.17,11. Aug 17,0.0066
14.08.17,14. Aug 17,0.0071
15.08.17,15. Aug 17,0.0058
16.08.17,16. Aug 17,0.0043
17.08.17,17. Aug 17,0.0054
18.08.17,18. Aug 17,0.0061
21.08.17,21. Aug 17,0.0055
22.08.17,22. Aug 17,0.0046
23.08.17,23. Aug 17,0.004
24.08.17,24. Aug 17,0.0027
25.08.17,25. Aug 17,0.0021
28.08.17,28. Aug 17,0.0034
29.08.17,29. Aug 17,0.0115
30.08.17,30. Aug 17,0.0159
31.08.17,31. Aug 17,0.016
01.09.17,01. Sep 17,0.0147
04.09.17,04. Sep 17,0.0135
05.09.17,05. Sep 17,0.0126
06.09.17,06. Sep 17,0.0101
07.09.17,07. Sep 17,0.0088
08.09.17,08. Sep 17,0.0088
11.09.17,11. Sep 17,0.0088
12.09.17,12. Sep 17,0.012
13.09.17,13. Sep 17,0.0093
14.09.17,14. Sep 17,0.0093
15.09.17,15. Sep 17,0.0109
18.09.17,18. Sep 17,0.0081
19.09.17,19. Sep 17,0.0058
20.09.17,20. Sep 17,0.0041
21.09.17,21. Sep 17,0.0044
22.09.17,22. Sep 17,0.0037
25.09.17,25. Sep 17,0.0036
26.09.17,26. Sep 17,0.0032
27.09.17,27. Sep 17,0.0028
28.09.17,28. Sep 17,0.0027
29.09.17,29. Sep 17,0.0027
02.10.17,02. Oct 17,0.0032
03.10.17,03. Oct 17,0.0035
04.10.17,04. Oct 17,0.0035
05.10.17,05. Oct 17,0.0039
